title,author,description,rating,genres,shelves,image_book,url
Mort,Terry Pratchett,"Death comes to us all. When he came to Mort, he offered him a job.

Death is the Grim Reaper of the Discworld, a black-robed skeleton with a scythe who ushers souls into the next world. He is also fond of cats and endlessly baffled by humanity. Soon Death is yearning to experience what humanity really has to offer, but to do that, he'll need to hire some help.

It's an offer Mort can't refuse. As Death's apprentice he'll have free board, use of the company horse—and being dead isn't compulsory. It's a dream job—until Mort falls in love with Death's daughter, Ysabell, and discovers that your boss can be a killer on your love life…
Show more",4.24,"[""['Fantasy'"", "" 'Fiction'"", "" 'Humor'"", "" 'Comedy'"", "" 'Audiobook'"", "" 'Science Fiction Fantasy'"", "" 'Magic']""]","[""['to-read'"", "" 'fantasy'"", "" 'currently-reading'"", "" 'discworld'"", "" 'fiction'"", "" 'humor'"", "" 'favorites']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372.jpg,https://www.goodreads.com/book/show/386372.Mort
Lover Avenged,J.R. Ward,"Rehvenge has always kept his distance from the Brotherhood—even though his sister is married to a member, for he harbors a deadly secret that could make him a huge liability in their war against the lessers. As plots within and outside of the Brotherhood threaten to reveal the truth about Rehvenge, he turns to the only source of light in his darkening world, Ehlena, a vampire untouched by the corruption that has its hold on him—and the only thing standing between him and eternal destruction.",4.36,"[""['Paranormal Romance'"", "" 'Romance'"", "" 'Paranormal'"", "" 'Vampires'"", "" 'Fantasy'"", "" 'Urban Fantasy'"", "" 'Adult']""]","[""['to-read'"", "" 'currently-reading'"", "" 'paranormal-romance'"", "" 'romance'"", "" 'paranormal'"", "" 'vampires'"", "" 'favorites']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079.jpg,https://www.goodreads.com/book/show/5098079-lover-avenged
Mary Poppins,P.L. Travers,"By P.L. Travers, the author featured in the major motion picture, Saving Mr. Banks. From the moment Mary Poppins arrives at Number Seventeen Cherry-Tree Lane, everyday life at the Banks house is forever changed.

It all starts when Mary Poppins is blown by the east wind onto the doorstep of the Banks house. She becomes a most unusual nanny to Jane, Michael, and the twins. Who else but Mary Poppins can slide up banisters, pull an entire armchair out of an empty carpetbag, and make a dose of medicine taste like delicious lime-juice cordial? A day with Mary Poppins is a day of magic and make-believe come to life!
Show more",4.01,"[""['Classics'"", "" 'Fantasy'"", "" 'Childrens'"", "" 'Fiction'"", "" 'Audiobook'"", "" 'Middle Grade'"", "" 'Young Adult']""]","[""['to-read'"", "" 'currently-reading'"", "" 'classics'"", "" 'fantasy'"", "" 'childrens'"", "" 'fiction'"", "" 'children']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1704135408i/152380.jpg,https://www.goodreads.com/book/show/152380.Mary_Poppins
The Namesake,Jhumpa Lahiri,"Jhumpa Lahiri's Interpreter of Maladies established this young writer as one the most brilliant of her generation. Her stories are one of the very few debut works -- and only a handful of collections -- to have won the Pulitzer Prize for fiction. Among the many other awards and honors it received were the New Yorker Debut of the Year award, the PEN/Hemingway Award, and the highest critical praise for its grace, acuity, and compassion in detailing lives transported from India to America.

In The Namesake, Lahiri enriches the themes that made her collection an international bestseller: the immigrant experience, the clash of cultures, the conflicts of assimilation, and, most poignantly, the tangled ties between generations. Here again Lahiri displays her deft touch for the perfect detail — the fleeting moment, the turn of phrase — that opens whole worlds of emotion.

takes the Ganguli family from their tradition-bound life in Calcutta through their fraught transformation into Americans. On the heels of their arranged wedding, Ashoke and Ashima Ganguli settle together in Cambridge, Massachusetts. An engineer by training, Ashoke adapts far less warily than his wife, who resists all things American and pines for her family. When their son is born, the task of naming him betrays the vexed results of bringing old ways to the new world. Named for a Russian writer by his Indian parents in memory of a catastrophe years before, Gogol Ganguli knows only that he suffers the burden of his heritage as well as his odd, antic name.

Lahiri brings great empathy to Gogol as he stumbles along the first-generation path, strewn with conflicting loyalties, comic detours, and wrenching love affairs. With penetrating insight, she reveals not only the defining power of the names and expectations bestowed upon us by our parents, but also the means by which we slowly, sometimes painfully, come to define ourselves.
Show more",4.02,"[""['Fiction'"", "" 'Book Club'"", "" 'Literary Fiction'"", "" 'Contemporary'"", "" 'Novels'"", "" 'Indian Literature'"", "" 'Literature']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'book-club'"", "" 'own'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917.jpg,https://www.goodreads.com/book/show/33917.The_Namesake
I Am the Messenger,Markus Zusak,"protect the diamonds
survive the clubs
dig deep through the spades
feel the hearts

Ed Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robbery.

That's when the first ace arrives in the mail.

That's when Ed becomes the messenger.

Chosen to care, he makes his way through town helping and hurting (when necessary) until only one question remains: Who's behind Ed's mission?
Show more",4.03,"[""['Young Adult'"", "" 'Fiction'"", "" 'Mystery'"", "" 'Contemporary'"", "" 'Book Club'"", "" 'Realistic Fiction'"", "" 'Audiobook']""]","[""['to-read'"", "" 'currently-reading'"", "" 'favorites'"", "" 'young-adult'"", "" 'fiction'"", "" 'ya'"", "" 'mystery']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057.jpg,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
Jude the Obscure,Thomas Hardy,"Jude Fawley's hopes of a university education are lost when he is trapped into marrying the earthy Arabella, who later abandons him. Moving to the town of Christminster where he finds work as a stonemason, Jude meets and falls in love with his cousin Sue Bridehead, a sensitive, freethinking 'New Woman'.",3.83,"[""['Fiction'"", "" 'Classics'"", "" 'Literature'"", "" '19th Century'"", "" 'Victorian'"", "" 'Novels'"", "" 'British Literature']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'classic'"", "" 'own'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389403264i/50798.jpg,https://www.goodreads.com/book/show/50798.Jude_the_Obscure
The Passage,Justin Cronin,"IT HAPPENED FAST.
THIRTY-TWO MINUTES FOR ONE WORLD TO DIE, ANOTHER TO BE BORN.

First, the unthinkable: a security breach at a secret U.S. government facility unleashes the monstrous product of a chilling military experiment. Then, the unspeakable: a night of chaos and carnage gives way to sunrise on a nation, and ultimately a world, forever altered. All that remains for the stunned survivors is the long fight ahead and a future ruled by fear—of darkness, of death, of a fate far worse.

As civilization swiftly crumbles into a primal landscape of predators and prey, two people flee in search of sanctuary. FBI agent Brad Wolgast is a good man haunted by what he's done in the line of duty. Six-year-old orphan Amy Harper Bellafonte is a refugee from the doomed scientific project that has triggered apocalypse. Wolgast is determined to protect her from the horror set loose by her captors, but for Amy, escaping the bloody fallout is only the beginning of a much longer odyssey—spanning miles and decades—toward the time and place where she must finish what should never have begun.

With , award-winning author Justin Cronin has written both a relentlessly suspenseful adventure and an epic chronicle of human endurance in the face of unprecedented catastrophe and unimaginable danger. Its inventive storytelling, masterly prose, and depth of human insight mark it as a crucial and transcendent work of modern fiction.
Show more",4.05,"[""['Horror'"", "" 'Fiction'"", "" 'Science Fiction'"", "" 'Fantasy'"", "" 'Post Apocalyptic'"", "" 'Vampires'"", "" 'Dystopia']""]","[""['to-read'"", "" 'currently-reading'"", "" 'horror'"", "" 'fiction'"", "" 'favorites'"", "" 'science-fiction'"", "" 'fantasy']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798.jpg,https://www.goodreads.com/book/show/6690798-the-passage
The Moon Is a Harsh Mistress,Robert A. Heinlein,"It is a tale of revolution, of the rebellion of a former penal colony on the Moon against its masters on the Earth. It is a tale of a culture whose family structures are based on the presence of two men for every woman, leading to novel forms of marriage and family. It is the story of the disparate people, a computer technician, a vigorous young female agitator, and an elderly academic who become the movement's leaders, and of Mike, the supercomputer whose sentience is known only to the revolt's inner circle, who for reasons of his own is committed to the revolution's ultimate success.",4.15,"[""['Science Fiction'"", "" 'Fiction'"", "" 'Classics'"", "" 'Science Fiction Fantasy'"", "" 'Audiobook'"", "" 'Fantasy'"", "" 'Politics']""]","[""['to-read'"", "" 'currently-reading'"", "" 'science-fiction'"", "" 'sci-fi'"", "" 'fiction'"", "" 'scifi'"", "" 'favorites']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690.jpg,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress
Small Gods,Terry Pratchett,"In the beginning was the Word.

And the Word was: ""Hey, you!""

For Brutha the novice is the Chosen One. He wants peace and justice and brotherly love.

He also wants the Inquisition to stop torturing him now, please...",4.32,"[""['Fantasy'"", "" 'Fiction'"", "" 'Humor'"", "" 'Comedy'"", "" 'Science Fiction Fantasy'"", "" 'Audiobook'"", "" 'Religion']""]","[""['to-read'"", "" 'fantasy'"", "" 'currently-reading'"", "" 'discworld'"", "" 'fiction'"", "" 'favorites'"", "" 'humor']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484.jpg,https://www.goodreads.com/book/show/34484.Small_Gods
Still Alice,Lisa Genova,"Still Alice is a compelling debut novel about a 50-year-old woman's sudden descent into early onset Alzheimer's disease, written by first-time author Lisa Genova, who holds a Ph. D in neuroscience from Harvard University.

Alice Howland, happily married with three grown children and a house on the Cape, is a celebrated Harvard professor at the height of her career when she notices a forgetfulness creeping into her life. As confusion starts to cloud her thinking and her memory begins to fail her, she receives a devastating diagnosis: early onset Alzheimer's disease. Fiercely independent, Alice struggles to maintain her lifestyle and live in the moment, even as her sense of self is being stripped away. In turns heartbreaking, inspiring and terrifying, Still Alice captures in remarkable detail what's it's like to literally lose your mind...
Show more",4.32,"[""['Fiction'"", "" 'Book Club'"", "" 'Contemporary'"", "" 'Psychology'"", "" 'Audiobook'"", "" 'Adult Fiction'"", "" 'Adult']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'book-club'"", "" '2015'"", "" 'contemporary']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1236089972i/2153405.jpg,https://www.goodreads.com/book/show/2153405.Still_Alice
Fire,Kristin Cashore,"It is not a peaceful time in the Dells. The young King Nash clings to his throne while rebel lords in the north and south build armies to unseat him. The mountains and forests are filled with spies and thieves and lawless men.

This is where Fire lives. With a wild, irresistible appearance and hair the color of flame, Fire is the last remaining human monster. Equally hated and adored, she had the unique ability to control minds, but she guards her power, unwilling to steal the secrets of innocent people. Especially when she has so many of her own.

Then Prince Brigan comes to bring her to King City, The royal family needs her help to uncover the plot against the king. Far away from home, Fire begins to realize there's more to her power than she ever dreamed. Her power could save the kingdom.

If only she weren't afraid of becoming the monster her father was.
Show more",4.1,"[""['Fantasy'"", "" 'Young Adult'"", "" 'Romance'"", "" 'Fiction'"", "" 'Young Adult Fantasy'"", "" 'Adventure'"", "" 'Magic']""]","[""['to-read'"", "" 'fantasy'"", "" 'young-adult'"", "" 'favorites'"", "" 'currently-reading'"", "" 'ya'"", "" 'romance']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154.jpg,https://www.goodreads.com/book/show/6137154-fire
Dandelion Wine,Ray Bradbury,"The summer of '28 was a vintage season for a growing boy. A summer of green apple trees, mowed lawns, and new sneakers. Of half-burnt firecrackers, of gathering dandelions, of Grandma's belly-busting dinner. It was a summer of sorrows and marvels and gold-fuzzed bees. A magical, timeless summer in the life of a twelve-year-old boy named Douglas Spaulding—remembered forever by the incomparable Ray Bradbury.

Woven into the novel are the following short stories: Illumination, Dandelion Wine, Summer in the Air, Season of Sitting, The Happiness Machine, The Night, The Lawns of Summer, Season of Disbelief, The Last--the Very Last, The Green Machine, The Trolley, Statues, The Window, The Swan, The Whole Town's Sleeping, Goodbye Grandma, The Tarot Witch, Hotter Than Summer, Dinner at Dawn, The Magical Kitchen, Green Wine for Dreaming.
Show more",4.09,"[""['Fiction'"", "" 'Classics'"", "" 'Science Fiction'"", "" 'Fantasy'"", "" 'Short Stories'"", "" 'Young Adult'"", "" 'Coming Of Age']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'classics'"", "" 'science-fiction'"", "" 'fantasy']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049845i/50033.jpg,https://www.goodreads.com/book/show/50033.Dandelion_Wine
Choke,Chuck Palahniuk,"Victor Mancini, a medical-school dropout, is an antihero for our deranged times.

Needing to pay elder care for his mother, Victor has devised an ingenious scam: he pretends to choke on pieces of food while dining in upscale restaurants. He then allows himself to be “saved” by fellow patrons who, feeling responsible for Victor’s life, go on to send checks to support him.

When he’s not pulling this stunt, Victor cruises sexual addiction recovery workshops for action, visits his addled mom, and spends his days working at a colonial theme park.

His creator, renowned author of classics like is the visionary we need and the satirist we deserve.
Show more",3.71,"[""['Fiction'"", "" 'Contemporary'"", "" 'Humor'"", "" 'Novels'"", "" 'Literature'"", "" 'Satire'"", "" 'Adult']""]","[""['to-read'"", "" 'fiction'"", "" 'currently-reading'"", "" 'favorites'"", "" 'own'"", "" 'owned'"", "" 'contemporary']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1624579622i/29059.jpg,https://www.goodreads.com/book/show/29059.Choke
Into the Wild,Erin Hunter,"For generations, four Clans of wild cats have shared the forest according to the laws laid down by their warrior ancestors. But the ThunderClan cats are in grave danger, and the sinister ShadowClan grows stronger every day. Noble warriors are dying—and some deaths are more mysterious than others. In the midst of this turmoil appears an ordinary house cat named Rusty . . . who may turn out to be the bravest warrior of them all.",4.32,"[""['Fantasy'"", "" 'Fiction'"", "" 'Middle Grade'"", "" 'Animals'"", "" 'Young Adult'"", "" 'Childrens'"", "" 'Cats']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fantasy'"", "" 'favorites'"", "" 'warriors'"", "" 'owned'"", "" 'fiction']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332.jpg,https://www.goodreads.com/book/show/111332.Into_the_Wild
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,"For many years Sierra Leone and Liberia have been too dangerous to travel through, bedevilled by a uniquely brutal form of violence from which sprang many of Africa's cruellest contemporary icons. This travel book touches on one of the most fraught parts of the globe at a different moment in its history.",4.13,"[""['Africa'"", "" 'Travel'"", "" 'Nonfiction'"", "" 'History'"", "" 'Liberia'"", "" 'Sierra Leone'"", "" 'Adventure']""]","[""['to-read'"", "" 'africa'"", "" 'travel'"", "" 'non-fiction'"", "" 'currently-reading'"", "" 'history'"", "" 'nonfiction']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583.jpg,https://www.goodreads.com/book/show/7940583-chasing-the-devil
My Name Is Asher Lev,Chaim Potok,"This is a previously-published edition of ISBN 9781400031047.

Asher Lev is a Ladover Hasid who keeps kosher, prays three times a day, and believes in the Ribbono Shel Olom, the Master of the Universe. Asher Lev is an artist who is compulsively driven to render the world he sees and feels, even when it leads him to blasphemy. In this stirring and often visionary novel, Chaim Potok traces Asher’s passage between these two identities, the one consecrated to God, the other subject only to the imagination.

Asher Lev grows up in a cloistered Hasidic community in postwar Brooklyn, a world suffused by ritual and revolving around a charismatic Rebbe. But in time, his gift threatens to estrange him from that world and the parents he adores. As it follows his struggle, becomes a luminous portrait of the artist, by turns heartbreaking and exultant, a modern classic.
Show more",4.24,"[""['Fiction'"", "" 'Classics'"", "" 'Historical Fiction'"", "" 'Jewish'"", "" 'Book Club'"", "" 'Religion'"", "" 'Judaism']""]","[""['to-read'"", "" 'fiction'"", "" 'currently-reading'"", "" 'favorites'"", "" 'classics'"", "" 'historical-fiction'"", "" 'jewish']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507.jpg,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev
The Portrait of a Lady,Henry James,"When Isabel Archer, a beautiful, spirited American, is brought to Europe by her wealthy Aunt Touchett, it is expected that she will soon marry. But Isabel, resolved to determine her own fate, does not hesitate to turn down two eligible suitors. She then finds herself irresistibly drawn to Gilbert Osmond, who, beneath his veneer of charm and cultivation, is cruelty itself. A story of intense poignancy, Isabel's tale of love and betrayal still resonates with modern audiences.",3.8,"[""['Fiction'"", "" 'Classics'"", "" 'Literature'"", "" '19th Century'"", "" 'Historical Fiction'"", "" 'Romance'"", "" 'Novels']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'classic'"", "" 'owned'"", "" 'own']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264.jpg,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"What should we have for dinner? For omnivore like ourselves, this simple question has always posed a dilemma. When you can eat just about anything nature (or the supermarket) has to offer, deciding what you should eat will inevitably stir anxiety, especially when some of the foods on offer might shorten your life. Today, buffered by one food fad after another, America is suffering from what can only be described as a national eating disorder. The omnivore’s dilemma has returned with a vengeance, as the cornucopia of the modern American supermarket and fast-food outlet confronts us with a bewildering and treacherous food landscape. What’s at stake in our eating choices is not only our own and our children’s health, but the health of the environment that sustains life on earth.
is groundbreaking book, in which one of America’s most fascinating, original, and elegant writers turns his own omnivorous mind to the seemingly straightforward question of what we should have for dinner. The question has confronted us since man discovered fire, but according to Michael Pollan, the bestselling author of , how we answer it today, at the dawn of the twenty-first century, may well determine our very survival as a species. Should we eat a fast-food hamburger? Something organic? Or perhaps something we hunt, gather, or grow ourselves?
To find out, Pollan follows each of the food chains that sustain us—industrial food, organic or alternative food, and food we forage ourselves—from the source to a final meal, and in the process develops a definitive account of the American way of eating. His absorbing narrative takes us from Iowa cornfields to food-science laboratories, from feedlots and fast-food restaurants to organic farms and hunting grounds, always emphasizing our dynamic coevolutionary relationship with the handful of plant and animal species we depend on. Each time Pollan sits down to a meal, he deploys his unique blend of personal and investigative journalism to trace the origins of everything consumed, revealing what we unwittingly ingest and explaining how our taste for particular foods and flavors reflects our evolutionary inheritance.
The surprising answers Pollan offers to the simple question posed by this book have profound political, economic, psychological, and even moral implications for all of us. Ultimately, this is a book as much about visionary solutions as it is about problems, and Pollan contends that, when it comes to food, doing the right thing often turns out to be the tastiest thing an eater can do. Beautifully written and thrillingly argued, promises to change the way we think about the politics and pleasure of eating. For anyone who reads it, dinner will never again look, or taste, quite the same.
Show more",4.19,"[""['Nonfiction'"", "" 'Food'"", "" 'Science'"", "" 'Health'"", "" 'History'"", "" 'Nutrition'"", "" 'Environment']""]","[""['to-read'"", "" 'currently-reading'"", "" 'non-fiction'"", "" 'food'"", "" 'nonfiction'"", "" 'favorites'"", "" 'science']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393804353i/3109.jpg,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
The Forgotten Garden,Kate Morton,"A foundling, an old book of dark fairy tales, a secret garden, an aristocratic family, a love denied, and a mystery. The Forgotten Garden is a captivating, atmospheric and compulsively readable story of the past, secrets, family and memory from the international best-selling author Kate Morton.

Cassandra is lost, alone and grieving. Her much loved grandmother, Nell, has just died and Cassandra, her life already shaken by a tragic accident ten years ago, feels like she has lost everything dear to her. But an unexpected and mysterious bequest from Nell turns Cassandra’s life upside down and ends up challenging everything she thought she knew about herself and her family.

Inheriting a book of dark and intriguing fairytales written by Eliza Makepeace—the Victorian authoress who disappeared mysteriously in the early twentieth century—Cassandra takes her courage in both hands to follow in the footsteps of Nell on a quest to find out the truth about their history, their family and their past; little knowing that in the process, she will also discover a new life for herself.
Show more",4.15,"[""['Historical Fiction'"", "" 'Fiction'"", "" 'Mystery'"", "" 'Book Club'"", "" 'Historical'"", "" 'Romance'"", "" 'Audiobook']""]","[""['to-read'"", "" 'currently-reading'"", "" 'historical-fiction'"", "" 'fiction'"", "" 'favorites'"", "" 'mystery'"", "" 'book-club']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547843777i/3407877.jpg,https://www.goodreads.com/book/show/3407877-the-forgotten-garden
Howards End,E.M. Forster,"Howards End is considered by many to be E. M. Forster’s masterpiece. First published in 1910, this beguiling and completely captivating tale explores social conventions, codes of conduct, and relationships in turn-of-the-century Edwardian England. The story revolves around three families: the Wilcoxes, rich capitalists with a fortune made in the colonies; the half-German Schlegel siblings, whose cultural pursuits have much in common with the Bloomsbury Group—a loose collective of friends and relatives who were united by an abiding belief in the importance of the arts; and the Basts, an impoverished young couple from a lower-class background. A chance encounter, impetuous youth, love, and ambition play into the inheritance of Howards End, the Wilcox’s charming country home.

was adapted as a film in 1992 by the Merchant-Ivory team, starring Vanessa Redgrave, Emma Thompson, Anthony Hopkins, and Helena Bonham-Carter.
Show more",3.96,"[""['Fiction'"", "" 'Classics'"", "" 'Historical Fiction'"", "" 'Literature'"", "" 'British Literature'"", "" 'Novels'"", "" '20th Century']""]","[""['to-read'"", "" 'currently-reading'"", "" 'fiction'"", "" 'favorites'"", "" 'classic'"", "" 'own'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795.jpg,https://www.goodreads.com/book/show/38374795-howards-end
The Restaurant at the End of the Universe,Douglas Adams,"alternate edition for ISBN 0345418921/9780345418920

Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.

Source: douglasadams.com
Show more",4.2,"[""['Science Fiction'"", "" 'Fiction'"", "" 'Humor'"", "" 'Fantasy'"", "" 'Comedy'"", "" 'Audiobook'"", "" 'Classics']""]","[""['to-read'"", "" 'science-fiction'"", "" 'sci-fi'"", "" 'fiction'"", "" 'humor'"", "" 'favorites'"", "" 'owned']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695.jpg,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
Wild Swans: Three Daughters of China,Jung Chang,"Alternate cover edition of ISBN 9780743246989

The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness history—a bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.

An engrossing record of Mao’s impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlord’s concubine; her mother’s struggles as a young idealistic Communist; and her parents’ experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a “barefoot doctor,” a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, moving—and ultimately uplifting—detail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history.
Show more",4.29,"[""['Nonfiction'"", "" 'History'"", "" 'China'"", "" 'Biography'"", "" 'Memoir'"", "" 'Asia'"", "" 'Historical']""]","[""['to-read'"", "" 'currently-reading'"", "" 'non-fiction'"", "" 'history'"", "" 'china'"", "" 'biography'"", "" 'favorites']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848.jpg,https://www.goodreads.com/book/show/1848.Wild_Swans
Finale,Becca Fitzpatrick,"Nora and Patch thought their troubles were behind them. Hank is gone and they should be able to put his ugly vendetta to rest. But in Hank's absence, Nora has become the unwitting head of the Nephilim and must finish what Hank began. Which ultimately means destroying the fallen angels - destroying Patch.

Nora will never let that happen, so she and Patch make a plan: lead everyone to believe they have broken up, and work the system from the inside. Nora will convince the Nephilim that they are making a mistake in fighting the fallen angels, and Patch will find out everything he can from the opposing side. They will end this war before it can even begin.

But the best-laid plans often go awry. Nora is put through the paces in her new role and finds herself drawn to an addictive power she never anticipated.

As the battle lines are drawn, Nora and Patch must confront the differences that have always been between them and either choose to ignore them or let them destroy the love they have always fought for.
Show more",4.11,"[""['Fantasy'"", "" 'Young Adult'"", "" 'Romance'"", "" 'Angels'"", "" 'Paranormal'"", "" 'Paranormal Romance'"", "" 'Fiction']""]","[""['to-read'"", "" 'currently-reading'"", "" 'favorites'"", "" 'fantasy'"", "" 'young-adult'"", "" 'romance'"", "" 'angels']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362408156i/12751687.jpg,https://www.goodreads.com/book/show/12751687-finale
Worm Holes,Kyle Keyes,"In this sequel to Quantum Roots, the meekish Olan Chapman faces danger as vigilante Samuel Leroy McCoy, a US deputy marshal who upheld law and order in 1876, Dodge City.

The metamorphous holds an eerie transformation, cloaked with rolling sagebrush and horse whinnies from yesteryear, which causes DPA Director, Alexis Grumman to rethink the validity of worm holes.

""Creation is a worm hole,"" replies Dr Norman Daly, ""Atoms require hadrons to form a nucleus, and each hadron comes through it's own worm hole. Two quarks form the bi-dimensional plane needed to support the hole. The remaining quark squeezes through this hole, after which the first two quarks follow to shape the hadron to a given genetic, configuration. The hole then closes to divide time from timeless.""

The gunfighter is wanted for multiple killings, a consequence that keeps the slender computer wizard on the run from authorities - and domineering wife, Ivy Chapman.

As in Quantum Roots, aka The Vigilante Sightings, Quantum Roots II is based on mounting evidence that people form from recycled energy.
Show more",4.34,"[""['Fiction'"", "" 'Young Adult'"", "" 'Adventure'"", "" 'Novels'"", "" 'New Adult'"", "" 'Adult'"", "" 'Fantasy']""]","[""['to-read'"", "" 'fiction'"", "" 'must-read'"", "" 'young-adult'"", "" 'adventure'"", "" 'novels'"", "" 'new-adult']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161.jpg,https://www.goodreads.com/book/show/34384161-worm-holes
The Eden Paradox,Barry Kirwan,"In 2063, Earth's overheated climate and war-ravaged cities are near breaking point. A new habitable planet is discovered within reach, but the first two missions have failed to return. This is the story of the third mission to Eden. What really awaits the crew of four as they make the long journey to this supposed uninhabited virgin planet, and what is the link to the secret 900 year old sect known as Alicians back on Earth? While Blake leads the Eden mission, a young researcher named Micah discovers a terrible truth that threatens the very existence of humanity.",4.22,"[""['Science Fiction'"", "" 'Fiction'"", "" 'Space Opera'"", "" 'Novels'"", "" 'Space'"", "" 'Book Club'"", "" 'Speculative Fiction']""]","[""['to-read'"", "" 'currently-reading'"", "" 'sci-fi'"", "" 'science-fiction'"", "" 'fiction'"", "" 'favorites'"", "" 'space-opera']""]",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548629676i/43722869.jpg,https://www.goodreads.com/book/show/43722869-the-eden-paradox
