title,author,description,rating,genres,shelves,image_book,url
Of Human Bondage,W. Somerset Maugham,"From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…

Marked by countless similarities to Maugham’s own life, his masterpiece is “not an autobiography,” as the author himself once contended, “but an autobiographical novel; fact and fiction are inexorably mingled; the emotions are my own.”
Show more",4.15,"['Fiction', 'Classics', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction']","['to-read', 'currently-reading', 'fiction', 'favorites', 'classic', 'own', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548.jpg,https://www.goodreads.com/book/show/31548.Of_Human_Bondage
2001: A Space Odyssey,Arthur C. Clarke,"On the Moon, an enigma is uncovered.

So great are the implications of this discovery that for the first time men are sent out deep into our solar system.

But long before their destination is reached, things begin to go horribly, inexplicably wrong...

One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.
Show more",4.17,"['Science Fiction', 'Fiction', 'Classics', 'Audiobook', 'Science Fiction Fantasy', 'Space', 'Fantasy']","['to-read', 'science-fiction', 'sci-fi', 'currently-reading', 'fiction', 'classics', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535.jpg,https://www.goodreads.com/book/show/70535.2001
The Iron King,Julie Kagawa,"Meghan Chase has a secret destiny; one she could never have imagined.

Something has always felt slightly off in Meghan's life, ever since her father disappeared before her eyes when she was six. She has never quite fit in at school or at home.

When a dark stranger begins watching her from afar, and her prankster best friend becomes strangely protective of her, Meghan senses that everything she's known is about to change.

But she could never have guessed the truth - that she is the daughter of a mythical faery king and is a pawn in a deadly war. Now Meghan will learn just how far she'll go to save someone she cares about, to stop a mysterious evil, no faery creature dare face; and to find love with a young prince who might rather see her dead than let her touch his icy heart.
Show more",3.87,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Urban Fantasy']","['to-read', 'fantasy', 'currently-reading', 'young-adult', 'favorites', 'ya', 'romance']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117.jpg,https://www.goodreads.com/book/show/6644117-the-iron-king
Shadow and Bone,Leigh Bardugo,"▶ Alternative Cover Edition #1

Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on human flesh. Now its fate may rest on the shoulders of one lonely refugee.

Alina Starkov has never been good at anything. But when her regiment is attacked on the Fold and her best friend is brutally injured, Alina reveals a dormant power that saves his life—a power that could be the key to setting her war-ravaged country free. Wrenched from everything she knows, Alina is whisked away to the royal court to be trained as a member of the Grisha, the magical elite led by the mysterious Darkling.

Yet nothing in this lavish world is what it seems. With darkness looming and an entire kingdom depending on her untamed power, Alina will have to confront the secrets of the Grisha . . . and the secrets of her heart.
Show more",3.92,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']","['to-read', 'currently-reading', 'fantasy', 'young-adult', 'favorites', '2021', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339533695i/10194157.jpg,https://www.goodreads.com/book/show/10194157-shadow-and-bone
Bloodlines,Richelle Mead,"I wasn't free of my past, not yet.

Sydney's blood is special. That's because she's an alchemist - one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets - and human lives. But the last encounter Sydney had with vampires got her in deep trouble with the other alchemists. And now with her allegiances in question, her future is on the line.

When Sydney is torn from her bed in the middle of the night, at first she thinks she's still being punished for her complicated alliance with dhampir Rose Hathaway. But what unfolds is far worse. Jill Dragomir - the sister of Moroi Queen Lissa Dragomir - is in mortal danger, and the Moroi must send her into hiding. To avoid a civil war, Sydney is called upon to act as Jill's guardian and protector, posing as her roommate in the unlikeliest of places: a human boarding school in Palm Springs, California. The last thing Sydney wants is to be accused of sympathizing with vampires. And now she has to live with one.

The Moroi court believe Jill and Sydney will be safe at Amberwood Prep, but threats, distractions, and forbidden romance lurk both outside - and within - the school grounds. Now that they're in hiding, the drama is only just beginning.
Show more",4.20,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Magic']","['to-read', 'favorites', 'young-adult', 'fantasy', 'currently-reading', 'vampires', 'paranormal']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527.jpg,https://www.goodreads.com/book/show/8709527-bloodlines
Snow Crash,Neal Stephenson,"In reality, Hiro Protagonist delivers pizza for Uncle Enzo's CosoNostra Pizza Inc., but in the Metaverse he's a warrior prince. Plunging headlong into the enigma of a new computer virus that's striking down hackers everywhere, he races along the neon-lit streets on a search-and-destroy mission for the shadowy virtual villain threatening to bring about infocalypse. Snow Crash is a mind-altering romp through a future America so bizarre, so outrageous… you'll recognize it immediately.",4.01,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Dystopia']","['to-read', 'currently-reading', 'science-fiction', 'sci-fi', 'fiction', 'cyberpunk', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1589842551i/40651883.jpg,https://www.goodreads.com/book/show/40651883-snow-crash
A Court of Silver Flames,Sarah J. Maas,"Global phenomenon Sarah J. Maas’s sexy, richly imagined #1 bestselling Court of Thorns and Roses series continues with the journey of Feyre’s fiery sister, Nesta.

Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she’s struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can’t seem to move past the horrors of the war with Hybern and all she lost in it.

The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre’s Night Court keeps him constantly in Nesta’s orbit. But her temper isn’t the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other.

Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts.

Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance—and healing—in each other’s arms.
Show more",4.46,"['Fantasy', 'Romance', 'Romantasy', 'Fiction', 'Fae', 'Audiobook', 'Fantasy Romance']","['to-read', 'currently-reading', 'fantasy', 'favorites', '2024', '2023', 'romance']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734440950i/53138095.jpg,https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames
Call Me By Your Name,André Aciman,"Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, fascination and desire, intensify their passion as they test the charged ground between them. What grows from the depths of their spirits is a romance of scarcely six weeks' duration and an experience that marks them for a lifetime. For what the two discover on the Riviera and during a sultry evening in Rome is the one thing both already fear they may never truly find again: total intimacy.

The psychological maneuvers that accompany attraction have seldom been more shrewdly captured than in André Aciman's frank, unsentimental, heartrending elegy to human passion. is clear-eyed, bare-knuckled, and ultimately unforgettable.
Show more",4.10,"['Romance', 'Fiction', 'LGBT', 'Queer', 'Contemporary', 'Audiobook', 'Gay']","['to-read', 'currently-reading', 'favorites', 'romance', 'fiction', 'lgbtq', 'lgbt']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078.jpg,https://www.goodreads.com/book/show/36336078-call-me-by-your-name
Wizard's First Rule,Terry Goodkind,"In the aftermath of the brutal murder of his father, a mysterious woman, Kahlan Amnell, appears in Richard Cypher's forest sanctuary seeking help . . . and more.

His world, his very beliefs, are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live, and more than mere courage to challenge those who hold dominion, Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet, Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them—for reasons Richard can't imagine and Kahlan dare not say.

In their darkest hour, hunted relentlessly, tormented by treachery and loss, Kahlan calls upon Richard to reach beyond his sword—to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.

This is the beginning. One book. One Rule. Witness the birth of a legend.
Show more",4.12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']","['to-read', 'fantasy', 'currently-reading', 'favorites', 'fiction', 'owned', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889.jpg,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule
Vanity Fair,William Makepeace Thackeray,"A novel that chronicles the lives of two women who could not be more different: Becky Sharp, an orphan whose only resources are her vast ambitions, her native wit, and her loose morals; and her schoolmate Amelia Sedley, a typically naive Victorian heroine, the pampered daughter of a wealthy family.",3.81,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature']","['to-read', 'currently-reading', 'classics', 'fiction', 'classic', 'owned', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797.jpg,https://www.goodreads.com/book/show/5797.Vanity_Fair
The Left Hand of Darkness,Ursula K. Le Guin,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.

Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction.
Show more",4.10,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Book Club', 'Science Fiction Fantasy', 'Queer']","['to-read', 'currently-reading', 'science-fiction', 'sci-fi', 'fiction', 'favorites', 'fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423.jpg,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
Empire of Storms,Sarah J. Maas,"Kingdoms will collide.

The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with those who don't.

With her heart sworn to the warrior-prince by her side, and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, and dark forces become poised to claim her world, the only chance for salvation will lie in a desperate quest that may mark the end of everything Aelin holds dear.

In this breathtaking fifth installment of the bestselling Throne of Glass series, Aelin will have to choose what—and who—to sacrifice if she's to keep the world of Erilea from breaking apart.
Show more",4.63,"['Young Adult', 'Romance', 'Romantasy', 'Fae', 'Fiction', 'New Adult', 'Magic']","['to-read', 'currently-reading', 'favorites', '2024', 'physical-tbr', 'owned', '2023']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587.jpg,https://www.goodreads.com/book/show/28260587-empire-of-storms
Far From the Madding Crowd,Thomas Hardy,"This is an alternate cover edition for ISBN 9780141439655

Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area. Her bold presence draws three very different suitors: the gentleman-farmer Boldwood, soldier-seducer Sergeant Troy and the devoted shepherd Gabriel Oak. Each, in contrasting ways, unsettles her decisions and complicates her life, and tragedy ensues, threatening the stability of the whole community. The first of his works set in the fictional county of Wessex, Hardy's novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes, and with unflinching honesty about sexual relationships.
Show more",3.97,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Victorian']","['to-read', 'currently-reading', 'classics', 'fiction', 'favorites', 'romance', 'classic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631259654i/31463.jpg,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd
Johnny Got His Gun,Dalton Trumbo,"This was no ordinary war. This was a war to make the world safe for democracy. And if democracy was made safe, then nothing else mattered - not the millions of dead bodies, nor the thousands of ruined lives...

This is no ordinary novel. This is a novel that never takes the easy way out: it is shocking, violent, terrifying, horrible, uncompromising, brutal, remorseless and gruesome... but so is war.

Winner of the National Book Award.
Show more",4.21,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Horror', 'Literature', 'Novels']","['to-read', 'currently-reading', 'fiction', 'favorites', 'classics', 'war', 'historical-fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606.jpg,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun
Viciously Yours,Jamie Applegate Hunter,"""I don't need a line to know what's considered good or bad, but if I did, there isn't a line I wouldn't cross for you.""

When Rennick was thirteen, the gods bestowed upon him the name of his fated mate--a human girl. As the sole heir to the Mountain Kingdom, magic bound him to his kingdom until he ascended the throne on his twenty-fifth birthday, and as a human, she couldn't cross the magical barrier separating the humans from the fae. Heartsore and consumed with thoughts of her, he did the only thing he could and sent her anonymous letters and gifts…

Until he crossed the barrier into her kingdom to claim her as his own.


Six months after Amelia's thirteenth birthday, she received a strange letter from a fae boy claiming her as his mate. Humans weren't taught much about the fae, and one look at the horrifying doll meant to be her belated birthday gift solidified her suspicions that someone was playing a cruel joke. Except the letters and odd gifts kept coming. Against her better judgment, Amelia fell in love with her mysterious admirer throughout the years, certain they would never meet. But on her twenty-fifth birthday, her walk to work was interrupted by two familiar words she'd read a million times.

""Hello, love.""

Viciously Yours is a new adult fantasy romance long novella/short novel of about 60k words/250 pages. It is fast-paced and focuses solely on the relationship between the two main characters. There is no overarching background plot. Example: Rebels attack the kingdoms, but there is no story as to why because it just is.

The couple does have minor obstacles, but there is no miscommunication trope, no third act breakup, and no cheating.

PLEASE NOTE: The male main character does a few morally black things to those he deems a threat to his relationship. There are no shades of grey.

CONTENT WARNINGS:
Orphaned heroine, gore, unethical kills and decisions by main characters, death of a parent, mature language, explicit sexual situations, graphic violence and death
Show more",3.60,"['Fantasy', 'Romance', 'Romantasy', 'Fae', 'Fantasy Romance', 'Fiction', 'Magic']","['to-read', 'currently-reading', 'fantasy', '2024', 'romance', 'romantasy', 'fae']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1705307599i/205404157.jpg,https://www.goodreads.com/book/show/205404157-viciously-yours
Much Ado About Nothing,William Shakespeare,"In Much Ado About Nothing, Shakespeare includes two quite different stories of romantic love. Hero and Claudio fall in love almost at first sight, but an outsider, Don John, strikes out at their happiness. Beatrice and Benedick are kept apart by pride and mutual antagonism until others decide to play Cupid.",4.06,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'School', 'Theatre']","['to-read', 'classics', 'plays', 'currently-reading', 'favorites', 'shakespeare', 'fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957.jpg,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing
Cannery Row,John Steinbeck,"Cannery Row is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.

The ""story"" of follows the adventures of Mack and the boys, a group of unemployed yet resourceful men who inhabit a converted fish-meal shack on the edge of a vacant lot down on the Row.

Sweet Thursday is the sequel to Cannery Row.
Show more",4.06,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'American', 'Novels', 'Book Club']","['to-read', 'currently-reading', 'fiction', 'favorites', 'classic', 'own', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799.jpg,https://www.goodreads.com/book/show/4799.Cannery_Row
Anne of Avonlea,L.M. Montgomery,"An alternative cover edition for this ISBN can be found here

When twelve-year-old Anne Shirley came to Avonlea, she quickly won everyone’s heart. Now, she’s five years older, almost a woman, and about to embark on a new adventure: becoming the teacher in her old Avonlea school. It’s an exciting year as Anne struggles to win over all her students, welcomes two new members to her family, and feels the first stirrings of love.",4.23,"['Fiction', 'Young Adult', 'Historical Fiction', 'Classics', 'Childrens', 'Audiobook', 'Romance']","['to-read', 'currently-reading', 'fiction', 'young-adult', 'favorites', 'historical-fiction', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1305545757i/77390.jpg,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
Daisy Jones & The Six,Taylor Jenkins Reid,"Everyone knows DAISY JONES & THE SIX, but nobody knows the reason behind their split at the absolute height of their popularity . . . until now.

Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go Go. The sex and drugs are thrilling, but it’s the rock ’n’ roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.

Also getting noticed is The Six, a band led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.

Daisy and Billy cross paths when a producer realizes that the key to supercharged success is to put the two together. What happens next will become the stuff of legend.

The making of that legend is chronicled in this riveting and unforgettable novel, written as an oral history of one of the biggest bands of the seventies. Taylor Jenkins Reid is a talented writer who takes her work to a new level with , brilliantly capturing a place and time in an utterly distinctive voice.
Show more",4.20,"['Fiction', 'Historical Fiction', 'Audiobook', 'Romance', 'Book Club', 'Contemporary', 'Music']","['to-read', 'currently-reading', 'favorites', '2023', 'fiction', 'historical-fiction', '2022']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810.jpg,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six
A Monster Calls,Patrick Ness,"The bestselling novel about love, loss and hope from the twice Carnegie Medal-winning Patrick Ness.

Conor has the same dream every night, ever since his mother first fell ill, ever since she started the treatments that don't quite seem to be working. But tonight is different. Tonight, when he wakes, there's a visitor at his window. It's ancient, elemental, a force of nature. And it wants the most dangerous thing of all from Conor. It wants the truth.

Patrick Ness takes the final idea of the late, award-winning writer Siobhan Dowd and weaves an extraordinary and heartbreaking tale of mischief, healing and above all, the courage it takes to survive.
Show more",4.35,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism']","['to-read', 'favorites', 'fantasy', 'currently-reading', 'young-adult', 'fiction', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342.jpg,https://www.goodreads.com/book/show/25480342-a-monster-calls
Torment,Lauren Kate,"Hell on earth.

That’s what it’s like for Luce to be apart from her fallen angel boyfriend, Daniel. It took them an eternity to find one another, but now he has told her he must go away. Just long enough to hunt down the Outcasts—immortals who want to kill Luce. Daniel hides Luce at Shoreline, a school on the rocky California coast with unusually gifted students: Nephilim, the offspring of fallen angels and humans.

At Shoreline, Luce learns what the Shadows are, and how she can use them as windows to her previous lives. Yet the more Luce learns, the more she suspects that Daniel hasn’t told her everything. He’s hiding something—something dangerous. What if Daniel’s version of the past isn’t actually true? What if Luce is really meant to be with someone else?
Show more",3.84,"['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']","['to-read', 'currently-reading', 'young-adult', 'fantasy', 'romance', 'angels', 'books-i-own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152.jpg,https://www.goodreads.com/book/show/7740152-torment
Bared to You,Sylvia Day,"From #1 New York Times bestselling author Sylvia Day comes the provocative masterstroke of abandon and obsession that redefined the meaning of desire and became a global phenomenon...

Gideon Cross came into my life like lightning in the darkness. He was beautiful and brilliant, jagged and white-hot. I was drawn to him as I'd never been to anything or anyone in my life. I craved his touch like a drug, even knowing it would weaken me. I was flawed and damaged, and he opened those cracks in me so easily.

Gideon . He had demons of his own. And we would become the mirrors that reflected each other's most private wounds and desires.

The bonds of his love transformed me, even as I prayed that the torment of our pasts didn't tear us apart
Show more",4.13,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'BDSM']","['to-read', 'currently-reading', 'romance', 'favorites', 'erotica', 'contemporary', 'contemporary-romance']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515.jpg,https://www.goodreads.com/book/show/20448515-bared-to-you
Are You My Mother?,P.D. Eastman,"ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".

Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop,"" ""Fox in Socks,"" and ""Green Eggs and Ham.""

Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By,"" by Mike McClintock, and ""Put Me in the Zoo,"" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.
Show more",4.22,"['Childrens', 'Fiction', 'Picture Books', 'Animals', 'Classics', 'Family', 'Kids']","['to-read', 'children-s', 'kids', 'childrens-books', 'kids-books', 'childhood', 'fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084.jpg,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
Little House on the Prairie,Laura Ingalls Wilder,"Meet Laura Ingalls, the little girl who would grow up to write the Little House books.

Pa Ingalls decides to sell the little log house, and the family sets out for Indian country! They travel from Wisconsin to Kansas, and there, finally, Pa builds their little house on the prairie. Sometimes farm life is difficult, even dangerous, but Laura and her family are kept busy and are happy with the promise of their new life on the prairie.

LITTLE HOUSE ON THE PRAIRIE is the second book in the Laura Years series.
--back cover
Show more",4.21,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","['to-read', 'currently-reading', 'classics', 'historical-fiction', 'childrens', 'fiction', 'children']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767.jpg,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
The Polar Express,Chris Van Allsburg,"“Seeing is believing, but sometimes the most real things in the world are the things we can't see.”

Late one Christmas Eve after the town has gone to sleep, the boy boards the mysterious train that waits for him: the Polar Express bound for the North Pole. When he arrives, Santa offers the boy any gift he desires. The boy modestly asks for one bell from the harness of the reindeer. The gift is granted. On the way home the bell is lost. On Christmas morning, the boy finds the bell under the tree. The mother of the boy admires the bell, but laments that it is broken—for you see, only believers can hear the sound of the bell.

In strange and moving shades of full color art, creates an otherwordly classic of the Christmas season. evokes the same sense of mystery as his previous imaginative books and

Awarded the prestigious in 1986, has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.
Show more",4.32,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Classics', 'Fantasy', 'Holiday']","['to-read', 'picture-books', 'childrens', 'christmas', 'children-s-books', 'children', 'children-s']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638557399i/420282.jpg,https://www.goodreads.com/book/show/420282.The_Polar_Express
"Cry, the Beloved Country",Alan Paton,"Cry, the Beloved Country, the most famous and important novel in South Africa’s history, was an immediate worldwide bestseller in 1948. Alan Paton’s impassioned novel about a black man’s country under white man’s law is a work of searing beauty.

Cry, the beloved country, for the unborn child that is the inheritor of our fear. Let him not love the earth too deeply. Let him not laugh too gladly when the water runs through his fingers, nor stand too silent when the setting sun makes red the veld with fire. Let him not be too moved when the birds of his land are singing, nor give too much of his heart to a mountain or valley. For fear will rob him of all if he gives too much.

The eminent literary critic Lewis Gannett wrote, “We have had many novels from statesmen and reformers, almost all bad; many novels from poets, almost all thin. In Alan Paton’s the statesman, the poet and the novelist meet in a unique harmony.”

is the deeply moving story of the Zulu pastor Stephen Kumalo and his son, Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its lyricism, unforgettable for character and incident, is a classic work of love and hope, courage and endurance, born of the dignity of man.
Show more",3.92,"['Fiction', 'Classics', 'Historical Fiction', 'South Africa', 'Book Club', 'Literature', 'School']","['to-read', 'fiction', 'classics', 'currently-reading', 'historical-fiction', 'favorites', 'own']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150.jpg,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
Heartstopper: Volume One,Alice Oseman,"Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...?

Charlie Spring is in Year 10 at Truham Grammar School for Boys. The past year hasn't been too great, but at least he's not being bullied anymore. Nick Nelson is in Year 11 and on the school rugby team. He's heard a little about Charlie - the kid who was outed last year and bullied for a few months - but he's never had the opportunity to talk to him.

They quickly become friends, and soon Charlie is falling hard for Nick, even though he doesn't think he has a chance. But love works in surprising ways, and sometimes good things are waiting just around the corner...
Show more",4.43,"['Graphic Novels', 'Young Adult', 'LGBT', 'Queer', 'Contemporary', 'Comics', 'Fiction']","['to-read', 'graphic-novels', 'favorites', '2022', 'currently-reading', 'graphic-novel', 'young-adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957.jpg,https://www.goodreads.com/book/show/40495957-heartstopper
Cress,Marissa Meyer,"In this third book in the Lunar Chronicles, Cinder and Captain Thorne are fugitives on the run, now with Scarlet and Wolf in tow. Together, they're plotting to overthrow Queen Levana and her army.

Their best hope lies with Cress, a girl imprisoned on a satellite since childhood who's only ever had her netscreens as company. All that screen time has made Cress an excellent hacker. Unfortunately, she's just received orders from Levana to track down Cinder and her handsome accomplice.

When a daring rescue of Cress goes awry, the group is separated. Cress finally has her freedom, but it comes at a higher price. Meanwhile, Queen Levana will let nothing prevent her marriage to Emperor Kai. Cress, Scarlet, and Cinder may not have signed up to save the world, but they may be the only hope the world has.
Show more",4.40,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction']","['to-read', 'favorites', 'fantasy', 'currently-reading', 'young-adult', 'sci-fi', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828.jpg,https://www.goodreads.com/book/show/13206828-cress
